pokemon,move_pokemon,method_move,level_move,region
5,512,4,0,
6,5,4,0,
6,10,1,1,1
6,14,4,0,
6,15,4,0,
6,25,4,0,
6,34,4,0,
6,36,4,0,
6,38,4,0,
6,43,1,1,4
6,45,1,1,2
6,52,1,1,3
6,53,1,46,
6,63,4,0,
6,66,4,0,
6,68,4,0,
6,69,4,0,
6,70,4,0,
6,82,4,0,
6,83,1,55,
6,89,4,0,
6,90,4,0,
6,91,4,0,
6,92,4,0,
6,99,1,24,
6,99,4,0,
6,102,4,0,
6,104,4,0,
6,115,4,0,
6,117,4,0,
6,126,4,0,
6,129,4,0,
6,130,4,0,
6,156,4,0,
6,163,1,36,
6,164,4,0,
6,19,4,0,
6,7,4,0,
6,17,1,36,
6,29,4,0,
6,46,4,0,
6,82,1,54,
6,108,1,1,4
6,111,4,0,
6,173,4,0,
6,174,4,0,
6,182,4,0,
6,184,1,27,
6,189,4,0,
6,201,4,0,
6,203,4,0,
6,207,4,0,
6,210,4,0,
6,211,4,0,
6,213,4,0,
6,214,4,0,
6,216,4,0,
6,218,4,0,
6,223,4,0,
6,225,4,0,
6,231,4,0,
6,237,4,0,
6,241,4,0,
6,249,4,0,
6,53,3,0,
6,53,4,0,
6,263,4,0,
6,264,4,0,
6,280,4,0,
6,290,4,0,
6,315,4,0,
6,332,4,0,
6,337,4,0,
6,5,3,0,
6,7,3,0,
6,14,3,0,
6,25,3,0,
6,34,3,0,
6,38,3,0,
6,68,3,0,
6,69,3,0,
6,102,3,0,
6,111,3,0,
6,129,3,0,
6,157,3,0,
6,164,3,0,
6,173,3,0,
6,189,3,0,
6,203,3,0,
6,207,3,0,
6,210,3,0,
6,214,3,0,
6,223,3,0,
6,232,1,1,5
6,257,1,1,1
6,307,3,0,
6,76,4,0,
6,157,4,0,
6,261,4,0,
6,317,4,0,
6,337,1,1,1
6,355,4,0,
6,363,4,0,
6,374,4,0,
6,394,1,66,
6,403,1,1,3
6,406,4,0,
6,411,4,0,
6,416,4,0,
6,421,1,1,2
6,421,4,0,
6,424,1,28,
6,432,4,0,
6,445,4,0,
6,9,3,0,
6,200,3,0,
6,239,3,0,
6,257,3,0,
6,314,3,0,
6,466,3,0,
6,29,3,0,
6,366,3,0,
6,468,4,0,
6,481,1,32,
6,488,4,0,
6,496,4,0,
6,497,4,0,
6,507,4,0,
6,510,4,0,
6,517,1,62,
6,519,3,0,
6,523,4,0,
6,525,4,0,
6,231,3,0,
6,355,3,0,
6,406,3,0,
6,590,4,0,
6,612,4,0,
6,264,3,0,
6,526,4,0,
6,693,4,0,
6,432,3,0,
6,9,4,0,
6,68,1,1,2
6,154,1,20,
6,200,4,0,
6,242,1,1,3
6,83,4,0,
6,184,4,0,
6,206,4,0,
6,225,1,12,
6,242,4,0,
6,251,4,0,
6,257,4,0,
6,270,4,0,
6,299,4,0,
6,311,4,0,
6,349,4,0,
6,394,4,0,
6,403,4,0,
6,424,4,0,
6,512,4,0,
6,535,4,0,
6,542,4,0,
6,595,4,0,
6,784,4,0,
6,799,3,0,
6,814,3,0,
6,815,3,0,
7,5,4,0,
7,25,4,0,
7,33,1,1,1
7,34,4,0,
7,36,4,0,
7,38,4,0,
7,39,1,1,2
7,44,1,22,
7,55,1,15,
7,55,4,0,
7,56,1,42,
7,57,4,0,
7,58,4,0,
7,59,4,0,
7,61,4,0,
7,66,4,0,
7,68,4,0,
7,69,4,0,
7,70,4,0,
7,91,4,0,
7,92,4,0,
7,99,4,0,
7,102,4,0,
7,104,4,0,
7,110,1,28,
7,115,4,0,
7,117,4,0,
7,130,1,35,
7,130,4,0,
7,145,1,8,
7,156,4,0,
7,164,4,0,
7,8,4,0,
7,29,4,0,
7,54,2,0,
7,93,2,0,
7,111,4,0,
7,114,2,0,
7,127,4,0,
7,173,4,0,
7,174,4,0,
7,175,2,0,
7,182,1,28,
7,182,4,0,
7,189,4,0,
7,193,2,0,
7,196,4,0,
7,203,4,0,
7,205,4,0,
7,207,4,0,
7,213,4,0,
7,214,4,0,
7,216,4,0,
7,218,4,0,
7,223,4,0,
7,229,1,23,
7,231,4,0,
7,237,4,0,
7,240,1,33,
7,240,4,0,
7,243,2,0,
7,249,4,0,
7,250,4,0,
7,58,3,0,
7,258,4,0,
7,263,4,0,
7,264,4,0,
7,280,4,0,
7,281,2,0,
7,287,2,0,
7,290,4,0,
7,291,4,0,
7,300,2,0,
7,352,4,0,
7,5,3,0,
7,8,3,0,
7,25,3,0,
7,34,3,0,
7,38,3,0,
7,68,3,0,
7,69,3,0,
7,102,3,0,
7,111,3,0,
7,164,3,0,
7,173,3,0,
7,189,3,0,
7,196,3,0,
7,203,3,0,
7,205,3,0,
7,207,3,0,
7,214,3,0,
7,223,3,0,
7,252,2,0,
7,317,4,0,
7,330,2,0,
7,352,1,25,
7,360,4,0,
7,362,4,0,
7,363,4,0,
7,374,4,0,
7,392,2,0,
7,401,1,28,
7,445,4,0,
7,453,2,0,
7,291,3,0,
7,334,1,34,
7,334,3,0,
7,401,3,0,
7,428,3,0,
7,29,3,0,
7,323,2,0,
7,362,2,0,
7,496,4,0,
7,503,4,0,
7,518,3,0,
7,231,3,0,
7,396,2,0,
7,406,2,0,
7,590,4,0,
7,612,4,0,
7,264,3,0,
7,352,3,0,
7,406,3,0,
7,526,4,0,
7,29,1,36,
7,61,1,27,
7,157,4,0,
7,200,4,0,
7,406,4,0,
7,56,4,0,
7,206,4,0,
7,270,4,0,
7,311,4,0,
7,330,4,0,
7,334,4,0,
7,396,4,0,
7,428,4,0,
7,504,1,27,
7,791,2,0,
7,812,3,0,
8,5,4,0,
8,25,4,0,
8,33,1,1,1
8,34,4,0,
8,36,4,0,
8,38,4,0,
8,39,1,1,2
8,44,1,24,
8,55,1,15,
8,55,4,0,
8,56,1,47,
8,57,4,0,
8,58,4,0,
8,59,4,0,
8,61,4,0,
8,66,4,0,
8,68,4,0,
8,69,4,0,
8,70,4,0,
8,91,4,0,
8,92,4,0,
8,99,4,0,
8,102,4,0,
8,104,4,0,
8,110,1,31,
8,115,4,0,
8,117,4,0,
8,130,1,39,
8,130,4,0,
8,145,1,1,3
8,156,4,0,
8,164,4,0,
8,8,4,0,
8,29,4,0,
8,111,4,0,
8,127,4,0,
8,173,4,0,
8,174,4,0,
8,182,1,31,
8,182,4,0,
8,189,4,0,
8,196,4,0,
8,203,4,0,
8,205,4,0,
8,207,4,0,
8,213,4,0,
8,214,4,0,
8,216,4,0,
8,218,4,0,
8,223,4,0,
8,229,1,25,
8,231,4,0,
8,237,4,0,
8,240,1,37,
8,240,4,0,
8,249,4,0,
8,250,4,0,
8,58,3,0,
8,258,4,0,
8,263,4,0,
8,264,4,0,
8,280,4,0,
8,290,4,0,
8,291,4,0,
8,352,4,0,
8,5,3,0,
8,8,3,0,
8,25,3,0,
8,34,3,0,
8,38,3,0,
8,68,3,0,
8,69,3,0,
8,102,3,0,
8,111,3,0,
8,164,3,0,
8,173,3,0,
8,189,3,0,
8,196,3,0,
8,203,3,0,
8,205,3,0,
8,207,3,0,
8,214,3,0,
8,223,3,0,
8,317,4,0,
8,352,1,28,
8,360,4,0,
8,362,4,0,
8,363,4,0,
8,374,4,0,
8,401,1,32,
8,445,4,0,
8,291,3,0,
8,334,1,40,
8,334,3,0,
8,401,3,0,
8,428,3,0,
8,29,3,0,
8,496,4,0,
8,503,4,0,
8,518,3,0,
8,231,3,0,
8,590,4,0,
8,612,4,0,
8,264,3,0,
8,352,3,0,
8,406,3,0,
8,526,4,0,
8,29,1,46,
8,61,1,33,
8,157,4,0,
8,200,4,0,
8,406,4,0,
8,56,4,0,
8,206,4,0,
8,270,4,0,
8,311,4,0,
8,330,4,0,
8,334,4,0,
8,396,4,0,
8,428,4,0,
8,504,1,35,
8,812,3,0,
9,5,4,0,
9,25,4,0,
9,33,1,1,1
9,34,4,0,
9,36,4,0,
9,38,4,0,
9,39,1,1,2
9,44,1,24,
9,55,1,1,4
9,55,4,0,
9,56,1,52,
9,57,4,0,
9,58,4,0,
9,59,4,0,
9,61,4,0,
9,63,4,0,
9,66,4,0,
9,68,4,0,
9,69,4,0,
9,70,4,0,
9,89,4,0,
9,90,4,0,
9,91,4,0,
9,92,4,0,
9,99,4,0,
9,102,4,0,
9,104,4,0,
9,110,1,31,
9,115,4,0,
9,117,4,0,
9,130,1,42,
9,130,4,0,
9,145,1,1,3
9,156,4,0,
9,164,4,0,
9,8,4,0,
9,29,4,0,
9,46,4,0,
9,111,4,0,
9,127,4,0,
9,173,4,0,
9,174,4,0,
9,182,1,31,
9,182,4,0,
9,189,4,0,
9,196,4,0,
9,203,4,0,
9,205,4,0,
9,207,4,0,
9,213,4,0,
9,214,4,0,
9,216,4,0,
9,218,4,0,
9,223,4,0,
9,229,1,25,
9,231,4,0,
9,237,4,0,
9,240,1,42,
9,240,4,0,
9,249,4,0,
9,250,4,0,
9,58,3,0,
9,258,4,0,
9,263,4,0,
9,264,4,0,
9,280,4,0,
9,290,4,0,
9,291,4,0,
9,352,4,0,
9,5,3,0,
9,8,3,0,
9,25,3,0,
9,34,3,0,
9,38,3,0,
9,68,3,0,
9,69,3,0,
9,102,3,0,
9,111,3,0,
9,164,3,0,
9,173,3,0,
9,189,3,0,
9,196,3,0,
9,203,3,0,
9,205,3,0,
9,207,3,0,
9,214,3,0,
9,223,3,0,
9,308,3,0,
9,157,4,0,
9,317,4,0,
9,352,1,28,
9,360,4,0,
9,362,4,0,
9,363,4,0,
9,374,4,0,
9,401,1,32,
9,411,4,0,
9,416,4,0,
9,419,4,0,
9,430,1,1,1
9,430,4,0,
9,431,4,0,
9,445,4,0,
9,200,3,0,
9,291,3,0,
9,324,3,0,
9,334,1,46,
9,334,3,0,
9,401,3,0,
9,428,3,0,
9,29,3,0,
9,479,4,0,
9,496,4,0,
9,503,4,0,
9,518,3,0,
9,523,4,0,
9,525,4,0,
9,231,3,0,
9,399,4,0,
9,590,4,0,
9,612,4,0,
9,264,3,0,
9,352,3,0,
9,406,3,0,
9,526,4,0,
9,710,3,0,
9,29,1,54,
9,61,1,33,
9,200,4,0,
9,252,1,1,2
9,406,4,0,
9,453,1,1,3
9,56,4,0,
9,206,4,0,
9,242,4,0,
9,270,4,0,
9,311,4,0,
9,330,4,0,
9,334,4,0,
9,396,4,0,
9,428,4,0,
9,504,1,35,
9,710,4,0,
9,776,4,0,
9,805,3,0,
9,812,3,0,
10,33,1,1,1
10,81,1,1,2
10,173,3,0,
10,450,1,15,
10,81,3,0,
10,450,3,0,
10,527,3,0,
10,527,4,0,
11,106,1,1,
11,334,3,0,
11,81,3,0,
11,450,3,0,
11,527,3,0,
11,334,4,0,
11,527,4,0,
12,13,4,0,
12,18,1,26,
12,18,4,0,
12,36,4,0,
12,38,4,0,
12,48,1,21,
12,60,1,32,
12,63,4,0,
12,72,4,0,
12,76,4,0,
12,77,1,15,
12,78,1,16,
12,79,1,17,
12,92,4,0,
12,93,1,1,
12,94,4,0,
12,99,4,0,
12,100,4,0,
12,102,4,0,
12,104,4,0,
12,115,4,0,
12,117,4,0,
12,129,4,0,
12,149,4,0,
12,156,4,0,
12,164,4,0,
12,16,1,28,
12,148,4,0,
12,171,4,0,
12,173,4,0,
12,174,4,0,
12,182,4,0,
12,202,4,0,
12,203,4,0,
12,207,4,0,
12,213,4,0,
12,214,4,0,
12,216,4,0,
12,218,4,0,
12,219,1,40,
12,230,4,0,
12,237,4,0,
12,241,4,0,
12,168,4,0,
12,219,4,0,
12,240,4,0,
12,247,4,0,
12,263,4,0,
12,285,4,0,
12,290,4,0,
12,318,1,47,
12,332,4,0,
12,38,3,0,
12,102,3,0,
12,129,3,0,
12,138,3,0,
12,164,3,0,
12,173,3,0,
12,203,3,0,
12,207,3,0,
12,214,3,0,
12,138,4,0,
12,244,4,0,
12,318,4,0,
12,355,4,0,
12,363,4,0,
12,366,1,30,
12,369,4,0,
12,405,1,40,
12,412,4,0,
12,416,4,0,
12,432,4,0,
12,445,1,36,
12,445,4,0,
12,239,3,0,
12,314,3,0,
12,324,3,0,
12,466,3,0,
12,81,3,0,
12,366,3,0,
12,450,3,0,
12,474,4,0,
12,476,1,34,
12,483,1,46,
12,496,4,0,
12,512,4,0,
12,522,4,0,
12,171,3,0,
12,202,3,0,
12,285,3,0,
12,355,3,0,
12,527,3,0,
12,590,4,0,
12,611,4,0,
12,403,1,43,
12,432,3,0,
12,29,4,0,
12,33,1,1,3
12,81,1,1,4
12,106,1,1,2
12,226,4,0,
12,334,4,0,
12,403,4,0,
12,405,4,0,
12,450,1,1,5
12,527,4,0,
12,542,4,0,
12,577,4,0,
12,676,4,0,
12,814,3,0,
13,40,1,1,1
13,81,1,1,2
13,450,1,15,
13,81,3,0,
13,450,3,0,
13,527,3,0,
14,106,1,1,
14,334,3,0,
14,81,3,0,
14,450,3,0,
14,527,3,0,
15,14,4,0,
15,15,4,0,
15,31,1,1,
15,36,4,0,
15,38,4,0,
15,41,1,20,
15,42,1,30,
15,63,4,0,
15,72,4,0,
15,92,4,0,
15,97,1,35,
15,99,1,25,
15,99,4,0,
15,102,4,0,
15,104,4,0,
15,115,4,0,
15,116,1,16,
15,117,4,0,
15,129,4,0,
15,130,4,0,
15,156,4,0,
15,164,4,0,
15,173,4,0,
15,174,4,0,
15,182,4,0,
15,188,4,0,
15,202,4,0,
15,203,4,0,
15,207,4,0,
15,210,4,0,
15,213,4,0,
15,214,4,0,
15,216,4,0,
15,218,4,0,
15,228,1,30,
15,230,4,0,
15,237,4,0,
15,241,4,0,
15,76,4,0,
15,168,4,0,
15,249,4,0,
15,263,4,0,
15,280,4,0,
15,283,1,45,
15,290,4,0,
15,332,4,0,
15,14,3,0,
15,38,3,0,
15,102,3,0,
15,129,3,0,
15,164,3,0,
15,173,3,0,
15,203,3,0,
15,207,3,0,
15,210,3,0,
15,214,3,0,
15,148,4,0,
15,206,4,0,
15,318,4,0,
15,355,4,0,
15,363,4,0,
15,369,4,0,
15,371,4,0,
15,372,1,34,
15,390,1,25,
15,398,1,37,
15,398,4,0,
15,404,4,0,
15,416,4,0,
15,432,4,0,
15,445,4,0,
15,282,3,0,
15,283,3,0,
15,314,3,0,
15,466,3,0,
15,81,3,0,
15,366,3,0,
15,450,3,0,
15,474,4,0,
15,496,4,0,
15,512,4,0,
15,522,4,0,
15,202,3,0,
15,355,3,0,
15,527,3,0,
15,529,3,0,
15,565,1,45,
15,590,4,0,
15,611,4,0,
15,474,1,23,
15,693,4,0,
15,432,3,0,
15,673,3,0,
15,675,3,0,
15,29,4,0,
15,64,1,1,2
15,200,1,31,
15,200,4,0,
15,529,4,0,
16,13,4,0,
16,16,1,1,
16,17,1,28,
16,18,1,19,
16,18,4,0,
16,19,4,0,
16,28,1,5,
16,36,4,0,
16,38,4,0,
16,92,4,0,
16,97,1,36,
16,98,1,12,
16,99,4,0,
16,102,4,0,
16,104,4,0,
16,115,4,0,
16,117,4,0,
16,119,1,44,
16,129,4,0,
16,143,4,0,
16,156,4,0,
16,164,4,0,
16,33,1,1,
16,168,4,0,
16,173,4,0,
16,174,4,0,
16,182,4,0,
16,185,2,0,
16,189,4,0,
16,193,2,0,
16,197,4,0,
16,203,4,0,
16,207,4,0,
16,211,2,0,
16,211,4,0,
16,213,4,0,
16,214,4,0,
16,216,4,0,
16,218,4,0,
16,228,2,0,
16,237,4,0,
16,241,4,0,
16,240,4,0,
16,263,4,0,
16,290,4,0,
16,297,1,31,
16,314,2,0,
16,332,4,0,
16,38,3,0,
16,102,3,0,
16,129,3,0,
16,164,3,0,
16,173,3,0,
16,189,3,0,
16,203,3,0,
16,207,3,0,
16,214,3,0,
16,239,1,21,
16,253,2,0,
16,355,1,37,
16,355,4,0,
16,363,4,0,
16,365,4,0,
16,366,1,41,
16,369,4,0,
16,403,1,49,
16,403,2,0,
16,413,2,0,
16,432,4,0,
16,445,4,0,
16,239,3,0,
16,253,3,0,
16,257,3,0,
16,314,3,0,
16,466,3,0,
16,366,3,0,
16,432,2,0,
16,496,4,0,
16,526,4,0,
16,542,1,53,
16,143,3,0,
16,355,3,0,
16,590,4,0,
16,432,3,0,
16,13,1,29,
16,29,4,0,
17,13,4,0,
17,16,1,1,1
17,17,1,31,
17,18,1,21,
17,18,4,0,
17,19,4,0,
17,28,1,1,2
17,36,4,0,
17,38,4,0,
17,92,4,0,
17,97,1,40,
17,98,1,12,
17,99,4,0,
17,102,4,0,
17,104,4,0,
17,115,4,0,
17,117,4,0,
17,119,1,49,
17,129,4,0,
17,143,4,0,
17,156,4,0,
17,164,4,0,
17,33,1,1,1
17,168,4,0,
17,173,4,0,
17,174,4,0,
17,182,4,0,
17,189,4,0,
17,197,4,0,
17,203,4,0,
17,207,4,0,
17,211,4,0,
17,213,4,0,
17,214,4,0,
17,216,4,0,
17,218,4,0,
17,237,4,0,
17,241,4,0,
